id,bar_id,user_id,user_name,added,fill_percentage,product_id,product_name,brand,brand_id,spirit,size,proof,average_msrp,fair_price,shelf_price,popularity
1004161,1004161,100544,mikeyoung,2023-08-08,0,435,Crown Royal,Crown,182,Canadian Whisky,750,80,25.72,43.8,30.99,1996
1004162,1004162,100544,mikeyoung,2024-01-17,100,1736,Bulleit Bourbon Barrel Strength,Bulleit,415,Bourbon,750,119.4,50.14,67.32,54.03,200
1004163,1004163,100544,mikeyoung,2023-11-25,25,17905,Angel's Envy Rye Caribbean Rum Cask,Angel's,96,Rye,750,100,74.99,101.29,95.99,200
1004164,1004164,100544,mikeyoung,2023-01-04,50,48300,Elijah Craig Barrel Proof C924,Elijah,2,Bourbon,750,129,75,94.76,76.99,100051
1004165,1004165,100545,victoria877,2024-03-26,0,2594,Eagle Rare 17 Year,Eagle,542,Bourbon,750,90,103.54,681.17,1998.89,100
1004166,1004166,100545,victoria877,2023-10-10,5,4450,Buffalo Trace,Buffalo,245,Bourbon,1000,90,31.77,58.32,39,100050
1004167,1004167,100545,victoria877,2023-08-24,10,21216,Basil Hayden's 10 Year Bourbon,Basil,330,Bourbon,750,80,52.48,109.66,77.49,
1004168,1004168,100545,victoria877,2023-05-13,50,4776,Pappy Van Winkle 20 Year Family Reserve,Pappy,370,Bourbon,750,90.4,218.31,1072.05,2399.9,1800
1004169,1004169,100546,tom.olivia,2024-02-05,5,18517,Little Book Chapter 6: To The Finish,Little,823,Bourbon,750,117.4,124.97,249.86,191.35,200
1004170,1004170,100546,tom.olivia,2023-10-15,100,17221,Redwood Empire Grizzly Beast Straight Bourbon Bottled in Bond,Redwood,445,Bourbon,750,100,79.99,105.9,117.59,200
1004171,1004171,100546,tom.olivia,2024-03-27,0,20789,Lux Row Four Grain Double Single Barrel,Lux,10099,Bourbon,750,115,79.97,106.78,79.99,
1004172,1004172,100546,tom.olivia,2024-04-12,25,3300,Pappy Van Winkle 15 Year Family Reserve,Pappy,370,Bourbon,750,107.0,131.64,709.41,1617.37,100067
1004173,1004173,100546,tom.olivia,2023-03-15,5,4708,Wild Turkey 101,Wild,191,Bourbon,750,101,25.4,39.44,27.85,100040
1004174,1004174,100546,tom.olivia,2023-09-14,5,1924,Old Tub,Old,3559,Bourbon,750,100,22.23,35.33,29.99,1999
1004175,1004175,100547,victoriaking,2024-02-02,50,1419,Isaac Bowman Port Barrel Finish Bourbon,Isaac,6683,Bourbon,750,92,39.3,60.52,61.79,200
1004176,1004176,100547,victoriaking,2024-01-25,10,4581,Basil Hayden's Dark Rye,Basil,330,Rye,750,80,43.38,65.11,49.99,80
1004177,1004177,100547,victoriaking,2023-03-25,50,2533,Knob Creek 9 Year Single Barrel Reserve,Knob,189,Bourbon,750,120,55.1,85.23,67.62,100028
1004178,1004178,100547,victoriaking,2024-01-10,75,3286,High West Double Rye,High,350,Rye,750,92,37.38,44.45,40.8,200
1004179,1004179,100547,victoriaking,2023-09-12,0,4859,Tincup American Whiskey 10 Year,Tincup,731,Whiskey,750,84,52.46,66.55,53.49,200
1004180,1004180,100547,victoriaking,2023-11-29,10,678,WhistlePig 12 Year Old World,WhistlePig,3549,Rye,750,86,124.99,152.67,159.15,200
1004181,1004181,100547,victoriaking,2023-04-26,10,20607,Penelope Rio Batch 2,Penelope,2817,Bourbon,750,98,94.98,125.18,104.79,100027
1004182,1004182,100548,anna76,2023-01-20,10,17126,Old Bardstown Bottled in Bond,Old,820,Bourbon,750,100,19.99,22.16,23.67,200
1004183,1004183,100548,anna76,2023-07-21,5,1510,Booker's Bourbon,Booker's,647,Bourbon,750,129.2,86.86,133.7,108.69,100031
1004184,1004184,100548,anna76,2024-01-22,75,17898,Weller Special Reserve,Weller,156,Bourbon,1000,90,29.99,71.65,79.45,100039
1004185,1004185,100548,anna76,2023-10-22,0,17138,Remus Repeal Reserve V,Remus,586,Bourbon,750,100,90,241.09,149.99,1600
1004186,1004186,100548,anna76,2023-10-20,10,150,1792 Full Proof,1792,42,Bourbon,750,125.0,45.92,73.06,79.87,100098
1004187,1004187,100548,anna76,2023-10-17,100,3317,Michter's Limited Release Toasted Barrel Bourbon,Michter's,405,Bourbon,750,91.4,70.66,205.5,299.99,100049
1004188,1004188,100548,anna76,2023-07-01,10,18712,Elijah Craig Barrel Proof Batch C922,Elijah,2,Bourbon,750,125,69.97,107.5,79.99,1200
1004189,1004189,100548,anna76,2023-10-24,100,893,Old Forester 86 Proof,Old,152,Bourbon,750,86.0,21.25,34.71,22.99,100031
1004190,1004190,100548,anna76,2023-09-16,0,4576,Michter's Single Barrel Rye 10 Year,Michter's,405,Rye,750,93,158.6,287.59,275.99,100038
1004191,1004191,100548,anna76,2023-10-28,100,16681,Blanton's Black,Blanton's,10,Bourbon,750,80,199.99,294.28,224.73,100033
1004192,1004192,100549,tom_daniel,2023-12-03,50,13667,Barrell Dovetail,Barrell,146,Whiskey,750,125.2,87.46,89.05,87.66,200
1004193,1004193,100550,james518,2024-03-02,0,17261,Wild Turkey Master's Keep One,Wild,191,Bourbon,750,101,177.49,254.64,374.05,200
1004194,1004194,100550,james518,2023-05-04,50,4255,Blade and Bow Bourbon,Blade,674,Bourbon,750,91,48.82,72.02,50.79,100053
1004195,1004195,100550,james518,2023-06-18,25,19816,Russell's Reserve Bourbon Single Rickhouse,Russell's,496,Bourbon,750,112,250,354.85,650,100070
1004196,1004196,100550,james518,2023-06-23,75,2833,Basil Hayden's Bourbon,Basil,330,Bourbon,375,80,21.92,41.74,24.05,80
1004197,1004197,100550,james518,2023-02-15,100,16679,Heaven Hill Old Style Bourbon 6 Year,Heaven,430,Bourbon,750,90,12.99,44.67,39.99,1960
1004198,1004198,100550,james518,2023-08-25,10,786,Bulleit 95 Rye,Bulleit,415,Rye,750,90,28.97,39.08,49.82,200
1004199,1004199,100550,james518,2023-11-08,0,18233,Elijah Craig Barrel Proof Batch B522,Elijah,2,Bourbon,750,121,72.47,113.91,89.97,1200
1004200,1004200,100550,james518,2023-09-05,5,15966,Knob Creek 9 Year,Knob,189,Bourbon,750,100,34.99,50.86,37.88,100050
1004201,1004201,100551,robert505,2023-03-17,0,17151,Rebel Cask Strength Single Barrel,Rebel,3237,Bourbon,750,120,55.97,73.03,63.49,200
1004202,1004202,100552,chris735,2023-05-16,25,1522,Russell's Reserve 10 Year,Russell's,191,Bourbon,750,90.0,45.99,56.99,48.74,100122
1004203,1004203,100552,chris735,2023-11-01,100,18354,Booker’s Bourbon 2022-02 Lumberyard Batch,Booker’s,647,Bourbon,750,124,89.99,175.74,192.34,200
1004204,1004204,100552,chris735,2023-09-23,75,1800,Bomberger Small Batch Straight Bourbon,Bomberger,703,Bourbon,750,108,91.98,166.94,277.11,100033
1004205,1004205,100552,chris735,2024-04-08,10,19151,Stagg - Batch #18,Stagg,3640,Bourbon,750,131,70,345.56,412.45,200
1004206,1004206,100552,chris735,2024-02-01,100,12112,Fortaleza Blanco Tequila,Fortaleza,1708,Tequila,750,80,48.41,89.15,53.81,100035
1004207,1004207,100552,chris735,2023-02-19,100,1584,Chicken Cock Straight Bourbon,Chicken,664,Bourbon,750,90,61.47,80.01,64.65,200
1004208,1004208,100552,chris735,2023-01-17,10,17151,Rebel Cask Strength Single Barrel,Rebel,3237,Bourbon,750,120,55.97,73.03,63.49,200
1004209,1004209,100552,chris735,2023-08-19,75,1579,Basil Hayden's 10 Year,Basil,330,Bourbon,750,80.0,67.48,96.37,91.49,1800
1004210,1004210,100552,chris735,2023-04-29,10,17246,Benchmark Top Floor,Benchmark,3330,Bourbon,750,86,17.47,24.94,17.89,200
1004211,1004211,100552,chris735,2023-07-30,75,3213,Breckenridge Bourbon Whiskey,Breckenridge,502,Bourbon,750,86,44.08,49.93,45.49,200
1004212,1004212,100552,chris735,2023-12-09,75,2993,Stagg Jr.,Stagg,3640,Bourbon,750,134.4,49.46,147.92,172.99,100027
1004213,1004213,100552,chris735,2023-05-27,10,2755,Maker's Mark Bourbon,Maker's,333,Bourbon,750,90,21.99,37.87,27.99,100064
1004214,1004214,100552,chris735,2024-03-08,100,3793,High West American Prairie Bourbon,High,350,Bourbon,750,92,36.82,57.5,40.8,100
1004215,1004215,100553,davidwilson,2023-12-04,5,4581,Basil Hayden's Dark Rye,Basil,330,Rye,750,80,43.38,65.11,49.99,80
1004216,1004216,100554,rachelbaker,2023-05-11,50,1629,Michter's US1 Kentucky Straight Bourbon,Michter's,405,Bourbon,750,91,41.82,72.44,63.99,100061
1004217,1004217,100554,rachelbaker,2023-08-22,5,42831,Bomberger’s Declaration 2024 Release,Bomberger’s,,,750,108,,212.8,268.74,
1004218,1004218,100554,rachelbaker,2023-03-12,75,4083,Laphroaig 10 Year,Laphroaig,284,Scotch,750,86,54.82,72.25,64.47,1980
1004219,1004219,100554,rachelbaker,2023-06-18,0,17542,Rebel 10 Year Single Barrel,Rebel,3237,Bourbon,750,100,74.25,131.05,106.13,200
1004220,1004220,100554,rachelbaker,2023-05-23,10,144,Elijah Craig Barrel Proof Batch A119,Elijah,2,Bourbon,750,134.2,69.98,104.95,91.89,1980
1004221,1004221,100554,rachelbaker,2024-03-01,10,20648,Penelope Barrel Strength Private Select - 4 Grain - 9 Yr,Penelope,2817,Bourbon,750,109,79.98,90.02,80.48,
1004222,1004222,100555,jake794,2024-03-13,75,39325,"Booker's 7 Year ""The Beam House Batch"" - 2024",Booker's,647,Bourbon,750,124.6,95.99,131.16,189.99,100033
1004223,1004223,100556,sarah811,2024-03-10,50,2879,1792 Sweet Wheat Bourbon,1792,42,Bourbon,750,91.2,37.34,87.85,77.49,100063
1004224,1004224,100556,sarah811,2023-10-01,75,269,Old Fitzgerald 13 Year,Old,234,Bourbon,750,100,132.48,270.86,624.66,1700
1004225,1004225,100556,sarah811,2024-01-27,5,1580,Colonel E.H. Taylor Amaranth,Colonel,210,Bourbon,750,100,68.03,210.62,1829.59,1700
1004226,1004226,100556,sarah811,2023-09-21,5,3773,Four Roses Small Batch,Four,148,Bourbon,750,90,33.42,49.36,36.56,100037
1004227,1004227,100556,sarah811,2023-09-25,100,20575,Old Fitzgerald 10 Year,Old,234,Bourbon,750,100,144.98,221.85,354.82,
1004228,1004228,100556,sarah811,2023-12-20,0,19223,Old Fitzgerald 19 Year - Fall 2022,Old,234,Bourbon,750,100,239.97,438.87,1045.98,200
1004229,1004229,100556,sarah811,2023-08-24,100,42342,Heaven Hill Grain to Glass Kentucky Straight Bourbon Whiskey,Heaven,,,750,107,99.99,107.43,132.73,
1004230,1004230,100556,sarah811,2023-07-12,100,19848,Blood Oath Pact No.9,Blood,849,Bourbon,750,98,134.97,273.22,248.4,1400
1004231,1004231,100556,sarah811,2024-04-11,5,3884,Johnnie Walker Black Label,Johnnie,213,Scotch,750,80,38.82,47.86,44.27,100
1004232,1004232,100556,sarah811,2023-02-16,100,4033,Pikesville Rye Whiskey,Pikesville,8412,Rye,750,110,50.87,70.52,55.66,200
1004233,1004233,100556,sarah811,2023-04-04,0,18521,Frank August Small Batch Bourbon,Frank,3794,Bourbon,750,100,68.99,95.06,77.16,200
1004234,1004234,100556,sarah811,2023-05-29,25,542,Green Spot,Green,379,Irish Whiskey,750,80,66.19,75.21,69.16,200
1004235,1004235,100556,sarah811,2023-12-26,100,2879,1792 Sweet Wheat Bourbon,1792,42,Bourbon,750,91.2,37.34,87.85,77.49,100063
1004236,1004236,100556,sarah811,2023-10-30,5,620,Buffalo Trace,Buffalo,245,Bourbon,1750,90,49.54,82.63,69.99,100053
1004237,1004237,100556,sarah811,2023-06-10,25,19526,Maker's Mark 2023 Wood Finishing Series BEP,Maker's,333,Bourbon,750,110,67.47,117.43,64.99,200
1004238,1004238,100557,sophia338,2024-01-03,25,41054,Heaven Hill: Grain to Glass - Wheated Bourbon,Heaven,430,Bourbon,750,121,99,118.93,178.73,100051
1004239,1004239,100558,david831,2024-03-01,100,19626,Bardstown Origin Series Bottled in Bond,Bardstown,778,Bourbon,750,100,49.97,69.08,54.05,100032
1004240,1004240,100558,david831,2023-02-04,75,17064,Jack Daniel's Bottled in Bond,Jack,231,Whiskey,1000,100,37.99,56.2,98.11,600
1004241,1004241,100558,david831,2023-04-12,10,7140,Buffalo Trace Bourbon Cream,Buffalo,245,Liqueurs,750,30,20.97,36.72,28.99,200
1004242,1004242,100558,david831,2024-01-08,25,17898,Weller Special Reserve,Weller,156,Bourbon,1000,90,29.99,71.65,79.45,100039
1004243,1004243,100558,david831,2023-04-18,10,477,George T. Stagg 2009 Release,George,352,Bourbon,750,141.4,99.98,843.74,974.99,1900
1004244,1004244,100558,david831,2023-11-07,5,17435,Knob Creek 12 Year Cask Strength ,Knob,189,Bourbon,750,121,94.79,114.59,104.27,100036
1004245,1004245,100558,david831,2023-04-21,10,4984,"E.H. Taylor, Jr. Small Batch",E.H.,210,Bourbon,750,100.0,44.99,94.43,93.57,100407
1004246,1004246,100558,david831,2024-01-11,10,1805,Sazerac Rye Whiskey,Sazerac,705,Rye,750,90.0,28.73,46.77,51.89,100054
1004247,1004247,100558,david831,2023-07-25,50,15947,Smoke Wagon Small Batch Bourbon,Smoke,2808,Bourbon,750,100.0,45.99,76.79,62.78,1800
1004248,1004248,100559,chrisjones,2023-04-11,75,3454,Elijah Craig Straight Rye Whiskey,Elijah,2,Rye,750,94,32.3,40.84,33.54,200
1004249,1004249,100559,chrisjones,2023-04-20,0,2685,Blackened,Blackened,822,Whiskey,750,90,49.22,52.69,51.16,200
1004250,1004250,100559,chrisjones,2023-07-21,75,17319,Benchmark Select Casks Small Batch,Benchmark,3330,Bourbon,750,90,17.47,23.24,21.24,200
1004251,1004251,100559,chrisjones,2023-05-19,0,16248,Kirkland Signature Small Batch,Kirkland,1118,Bourbon,1000,92,27.99,29.38,33.55,
1004252,1004252,100559,chrisjones,2024-02-21,5,2839,Caribou Crossing,Caribou,3733,Canadian Whisky,750,80,49.96,95.28,59.57,100083
1004253,1004253,100559,chrisjones,2023-01-08,25,16502,George Remus Straight Bourbon Whiskey,George,586,Bourbon,750,94,39.96,44.94,40.1,200
1004254,1004254,100559,chrisjones,2024-02-20,50,18508,Willett Wheated 8 Year,Willett,2986,Bourbon,750,108,249.99,339.41,270.58,100037
1004255,1004255,100559,chrisjones,2023-10-04,100,49176,Penelope Estate Collection Private Select 9 Year,Penelope,2817,Bourbon,750,101.2,79.99,122.17,179.99,100069
1004256,1004256,100559,chrisjones,2023-09-18,100,19790,Penelope Bourbon Cooper Series - Valencia,Penelope,2817,Bourbon,750,98,89.99,108.79,79.99,100044
1004257,1004257,100559,chrisjones,2023-11-14,50,20783,Larceny Barrel Proof Batch C923,Larceny,587,Bourbon,750,126.4,59.99,104.33,75.26,100028
1004258,1004258,100559,chrisjones,2024-02-07,0,17905,Angel's Envy Rye Caribbean Rum Cask,Angel's,96,Rye,750,100,74.99,101.29,95.99,200
1004259,1004259,100559,chrisjones,2023-09-10,10,41054,Heaven Hill: Grain to Glass - Wheated Bourbon,Heaven,430,Bourbon,750,121,99,118.93,178.73,100051
1004260,1004260,100560,mike91,2023-04-30,5,1142,Buffalo Trace Kosher Rye 7 Year,Buffalo,245,Rye,750,94.0,39.99,60.59,71.99,1700
1004261,1004261,100560,mike91,2023-07-25,100,18767,Maker’s Mark 2022 Wood Finishing Series BRT-01,Maker’s,333,Bourbon,750,109,62.47,99.03,59.99,200
1004262,1004262,100560,mike91,2023-10-28,5,19559,Redwood Empire Pipe Dream Cask Strength,Redwood,445,Bourbon,750,117,70,103.14,75.89,100031
1004263,1004263,100560,mike91,2024-03-07,50,5196,High West Bourye,High,350,Whiskey,750,92,80.58,86.76,85.66,80
1004264,1004264,100560,mike91,2023-01-03,75,19559,Redwood Empire Pipe Dream Cask Strength,Redwood,445,Bourbon,750,117,70,103.14,75.89,100031
1004265,1004265,100560,mike91,2024-01-29,25,4450,Buffalo Trace,Buffalo,245,Bourbon,1000,90,31.77,58.32,39,100050
1004266,1004266,100561,johnlee,2023-03-03,100,17630,Kentucky Owl St. Patrick's Edition,Kentucky,779,Bourbon,750,100.0,134.98,157.56,149,600
1004267,1004267,100561,johnlee,2024-02-16,5,19848,Blood Oath Pact No.9,Blood,849,Bourbon,750,98,134.97,273.22,248.4,1400
1004268,1004268,100561,johnlee,2024-01-14,0,1816,Wild Turkey Rare Breed,Wild,191,Bourbon,750,116.8,46.03,70.61,68.79,100084
1004269,1004269,100561,johnlee,2023-09-08,0,3317,Michter's Limited Release Toasted Barrel Bourbon,Michter's,405,Bourbon,750,91.4,70.66,205.5,299.99,100049
1004270,1004270,100561,johnlee,2023-08-25,0,15985,George Dickel 15 Year Single Barrel,George,486,Whiskey,750,105,59.97,97.54,100.4,1996
1004271,1004271,100561,johnlee,2023-04-15,10,18508,Willett Wheated 8 Year,Willett,2986,Bourbon,750,108,249.99,339.41,270.58,100037
1004272,1004272,100561,johnlee,2023-08-01,0,16693,Hibiki Japanese Harmony,Hibiki,484,Blended Whisky,750,86.0,87.47,112.22,92,600
1004273,1004273,100562,danielwright,2024-04-15,25,17446,Penelope Bourbon Rosé Cask Finish,Penelope,2817,Bourbon,750,94,67.47,90.03,71.39,200
1004274,1004274,100562,danielwright,2023-06-21,25,18075,Larceny Barrel Proof Batch A122,Larceny,587,Bourbon,750,124.4,49.99,54.3,67.24,1580
1004275,1004275,100562,danielwright,2023-05-01,0,15984,Old Forester 150th Anniversary,Old,152,Bourbon,750,127,150,270.36,512.47,1998
1004276,1004276,100562,danielwright,2024-03-29,50,17355,Penelope Bourbon Barrel Strength Four Grain Batch 8,Penelope,2817,Bourbon,750,115,64.99,85.25,74.49,1600
1004277,1004277,100562,danielwright,2023-05-08,5,20518,RD One Bourbon Brazilian Amburana Wood Finish,RD,4107,Bourbon,750,110,69.99,83.35,71.59,
1004278,1004278,100562,danielwright,2024-03-09,100,1584,Chicken Cock Straight Bourbon,Chicken,664,Bourbon,750,90,61.47,80.01,64.65,200
1004279,1004279,100562,danielwright,2024-03-27,50,33325,Elijah Craig Barrel Proof - Batch B524,Elijah,2,Bourbon,750,130.6,69.95,104.97,82.79,100038
1004280,1004280,100562,danielwright,2023-08-26,10,20691,Elijah Craig Barrel Proof C923,Elijah,2,Bourbon,750,133,72.48,146.32,81.57,100033
1004281,1004281,100562,danielwright,2023-11-09,75,19503,Ben Holladay Soft Red Wheat Bottled in Bond,Ben,3647,Bourbon,750,100,59.97,77.74,59.99,100050
1004282,1004282,100562,danielwright,2023-11-12,100,17126,Old Bardstown Bottled in Bond,Old,820,Bourbon,750,100,19.99,22.16,23.67,200
1004283,1004283,100562,danielwright,2024-04-06,100,17293,Booker’s Bourbon 2021-04 Noe Strangers Batch,Booker’s,647,Bourbon,750,124,89.99,164.51,109.99,1800
1004284,1004284,100562,danielwright,2023-08-21,0,263,Old Forester 1920 Prohibition Style,Old,152,Bourbon,750,115,59.33,72.85,67.99,100076
1004285,1004285,100562,danielwright,2023-07-24,10,3317,Michter's Limited Release Toasted Barrel Bourbon,Michter's,405,Bourbon,750,91.4,70.66,205.5,299.99,100049
1004286,1004286,100562,danielwright,2023-12-08,0,3181,Yamazaki 12 Year,Yamazaki,238,Japanese Whisky,700,86,134.15,231.33,174.56,200
1004287,1004287,100562,danielwright,2023-08-17,0,495,Maker's Mark Cask Strength,Maker's,333,Bourbon,750,113.2,49.73,65.34,55.7,200
1004288,1004288,100563,anna897,2023-04-22,0,17221,Redwood Empire Grizzly Beast Straight Bourbon Bottled in Bond,Redwood,445,Bourbon,750,100,79.99,105.9,117.59,200
1004289,1004289,100563,anna897,2023-07-18,50,16484,Calumet Farm 15 Year Single Rack Black,Calumet,769,Bourbon,750,105,129.98,158.66,149.99,1960
1004290,1004290,100563,anna897,2023-01-02,50,18767,Maker’s Mark 2022 Wood Finishing Series BRT-01,Maker’s,333,Bourbon,750,109,62.47,99.03,59.99,200
1004291,1004291,100564,juliabaker,2023-10-13,0,858,Ezra Brooks Distiller's Collection,Ezra,324,Bourbon,750,107,38.31,41.54,41.82,200
1004292,1004292,100564,juliabaker,2023-08-20,5,3674,Bulleit Bourbon,Bulleit,415,Bourbon,750,90,28.36,44.68,35.29,100058
1004293,1004293,100564,juliabaker,2023-06-23,100,4948,Thomas H Handy,Thomas,3684,Rye,750,129.5,103.54,530.79,700,100044
1004294,1004294,100564,juliabaker,2023-09-17,5,803,Redwood Empire Pipe Dream,Redwood,445,Bourbon,750,90,40.64,50.33,45.91,100043
1004295,1004295,100564,juliabaker,2023-10-16,5,18110,Evan Williams Single Barrel Vintage 2012,Evan,167,Bourbon,750,86.6,28.75,35.19,39.02,600
1004296,1004296,100565,jake405,2023-08-29,75,3793,High West American Prairie Bourbon,High,350,Bourbon,750,92,36.82,57.5,40.8,100
1004297,1004297,100565,jake405,2023-02-16,10,2803,Weller Special Reserve,Weller,156,Bourbon,750,90.0,29.49,58.63,64.99,100328
1004298,1004298,100566,james_tom,2023-11-09,10,3040,Suntory Toki Japanese Whiskey,Suntory,855,Japanese Whisky,750,86,35.36,53.67,38.56,200
1004299,1004299,100566,james_tom,2023-08-04,50,20831,Booker's Bourbon 2023-03 Mighty Fine Batch,Booker's,647,Bourbon,750,122,89.99,156.5,137.67,
1004300,1004300,100566,james_tom,2023-02-15,75,17210,Penelope Toasted Series,Penelope,2817,Bourbon,750,112,69.97,89.16,94.99,200
1004301,1004301,100566,james_tom,2023-05-07,100,281,Jefferson's Ocean Aged At Sea Voyage 17,Jefferson's,232,Bourbon,750,90,50.24,64.63,56.27,200
1004302,1004302,100566,james_tom,2023-05-01,0,17164,Widow Jane Lucky Thirteen,Widow,295,Bourbon,750,99,90,132.77,126.83,200
1004303,1004303,100566,james_tom,2023-03-04,75,32083,Blood Oath Pact No. 10,Blood,849,Bourbon,750,98.6,129.99,211.55,196.32,100046
1004304,1004304,100566,james_tom,2023-06-06,25,19151,Stagg - Batch #18,Stagg,3640,Bourbon,750,131,70,345.56,412.45,200
1004305,1004305,100566,james_tom,2023-04-12,100,18440,Heaven’s Door Decade Series 10 Year Release 1,Heaven’s,299,Bourbon,750,100,99,98.96,98.85,200
1004306,1004306,100566,james_tom,2023-04-15,5,17862,Evan Williams Single Barrel Vintage 2013,Evan,167,Bourbon,750,86.6,28.75,33.13,46.25,600
1004307,1004307,100566,james_tom,2023-08-27,50,1693,Very Old Barton 6 Year 100 Proof,Very,250,Bourbon,750,100,13.95,16.98,18.58,200
1004308,1004308,100566,james_tom,2023-12-21,5,17126,Old Bardstown Bottled in Bond,Old,820,Bourbon,750,100,19.99,22.16,23.67,200
1004309,1004309,100566,james_tom,2023-02-13,75,4593,Kentucky Owl Confiscated,Kentucky,779,Bourbon,750,96.4,124.97,217.88,159.12,100
1004310,1004310,100566,james_tom,2023-12-07,5,17319,Benchmark Select Casks Small Batch,Benchmark,3330,Bourbon,750,90,17.47,23.24,21.24,200
1004311,1004311,100567,sarahallen,2023-06-24,0,2973,Knob Creek Rye,Knob,189,Rye,750,100,34.38,41.77,37.16,200
1004312,1004312,100567,sarahallen,2023-01-10,25,3956,Belle Meade Bourbon,Belle,154,Bourbon,750,90.4,48.72,51.57,60.13,100
1004313,1004313,100567,sarahallen,2023-11-25,100,19503,Ben Holladay Soft Red Wheat Bottled in Bond,Ben,3647,Bourbon,750,100,59.97,77.74,59.99,100050
1004314,1004314,100568,victoria610,2023-06-17,50,18530,Knob Creek 18 Year Limited Edition,Knob,189,Bourbon,750,100,163.31,227.89,254.14,100060
1004315,1004315,100568,victoria610,2024-01-12,50,17158,Blue Note Crossroads,Blue,3068,Bourbon,750,100,40.99,55.93,44.16,200
1004316,1004316,100568,victoria610,2023-10-22,10,2973,Knob Creek Rye,Knob,189,Rye,750,100,34.38,41.77,37.16,200
1004317,1004317,100569,tom_emma,2023-04-24,50,20607,Penelope Rio Batch 2,Penelope,2817,Bourbon,750,98,94.98,125.18,104.79,100027
1004318,1004318,100569,tom_emma,2023-05-28,75,1282,Willett Family Estate Small Batch Rye 4 Year,Willett,2986,Rye,750,110,60.58,89.01,93.69,100049
1004319,1004319,100569,tom_emma,2023-06-29,5,13667,Barrell Dovetail,Barrell,146,Whiskey,750,125.2,87.46,89.05,87.66,200
1004320,1004320,100569,tom_emma,2023-01-19,10,1805,Sazerac Rye Whiskey,Sazerac,705,Rye,750,90.0,28.73,46.77,51.89,100054
1004321,1004321,100569,tom_emma,2023-04-16,5,18883,Barrell Vantage,Barrell,146,Whiskey,750,114,87.46,95.43,91.49,200
1004322,1004322,100570,lilylee,2023-07-30,100,355,Baker's 7 Year 107 Proof,Baker's,288,Bourbon,750,107.0,61.08,85.23,74.99,100050
1004323,1004323,100570,lilylee,2024-01-07,50,3956,Belle Meade Bourbon,Belle,154,Bourbon,750,90.4,48.72,51.57,60.13,100
1004324,1004324,100570,lilylee,2023-08-27,0,413,Evan Williams Black Label,Evan,167,Bourbon,750,86,13.98,18.38,16.66,10000
1004325,1004325,100571,emma75,2023-12-07,5,6462,Hendrick's Gin,Hendrick's,1074,Gins,750,88,37.97,40.56,39.13,1996
1004326,1004326,100572,sophia712,2023-11-17,100,17213,Blue Run High Rye Bourbon,Blue,2820,Bourbon,750,111,97.47,140.59,109.99,1600
1004327,1004327,100572,sophia712,2023-01-10,75,17211,Blue Note Juke Joint Whiskey Uncut Unfiltered,Blue,3068,Bourbon,750,122,49.99,61.86,55.33,200
1004328,1004328,100572,sophia712,2024-04-17,0,16960,Basil Hayden Toast,Basil,330,Bourbon,750,80.0,51.63,71.49,58.94,600
1004329,1004329,100572,sophia712,2023-08-23,50,13581,Four Roses 2020 Limited Edition Small Batch OESV,Four,148,Bourbon,750,111.4,174.97,276.44,518.25,1700
1004330,1004330,100572,sophia712,2024-03-20,5,17164,Widow Jane Lucky Thirteen,Widow,295,Bourbon,750,99,90,132.77,126.83,200
1004331,1004331,100572,sophia712,2024-02-13,5,18712,Elijah Craig Barrel Proof Batch C922,Elijah,2,Bourbon,750,125,69.97,107.5,79.99,1200
1004332,1004332,100572,sophia712,2024-04-08,50,1586,Weller 12 Year The Original Wheated Bourbon,Weller,8728,Bourbon,750,90,159.99,178.62,234.49,100251
1004333,1004333,100572,sophia712,2023-07-13,5,40819,Eagle Rare,Eagle,542,Bourbon,750,90,42.99,70.06,69.78,100104
1004334,1004334,100573,mikedavis,2023-10-31,5,40819,Eagle Rare,Eagle,542,Bourbon,750,90,42.99,70.06,69.78,100104
1004335,1004335,100573,mikedavis,2023-02-15,50,1579,Basil Hayden's 10 Year,Basil,330,Bourbon,750,80.0,67.48,96.37,91.49,1800
1004336,1004336,100573,mikedavis,2024-03-16,100,13347,Sagamore Spirit Rye Double Oak,Sagamore,3440,Rye,750,96.6,59.97,73.96,64.19,200
1004337,1004337,100573,mikedavis,2024-02-24,0,3651,Eagle Rare 10 Year,Eagle,542,Bourbon,1750,90,60.75,124.03,79.95,100059
1004338,1004338,100573,mikedavis,2024-01-26,25,2433,Glenlivet 12 Year,Glenlivet,315,Scotch,750,80,48.53,52.81,53.69,1996
1004339,1004339,100573,mikedavis,2023-03-16,50,1702,High West A Midwinter Night's Dram Act 4 Scene 5,High,350,Rye,750,98.6,105.97,212.92,192.89,1980
1004340,1004340,100573,mikedavis,2023-02-16,50,466,Buffalo Trace,Buffalo,245,Bourbon,750,90,26.99,41.82,36.96,100447
1004341,1004341,100573,mikedavis,2023-04-06,50,18104,Weller 12 Year 1 Liter,Weller,156,Bourbon,1000,90.0,54.47,177.5,379.66,
1004342,1004342,100573,mikedavis,2023-10-13,50,4723,Jameson Black Barrel,Jameson,214,Irish Whiskey,750,80,39.16,49.99,40.89,80
1004343,1004343,100573,mikedavis,2023-12-26,25,12843,Blanton's Straight from the Barrel,Blanton's,10,Bourbon,750,126.7,149.98,269.23,241.66,100104
